date,geography,occupation,characteristics,estimate
January 2019,Canada,5241 Graphic designers and illustrators,Labour force,84.300003
January 2019,Canada,7241 Electricians (except industrial and power system),Employment,96.5
January 2019,Canada,7241 Electricians (except industrial and power system),Labour force,104.3
January 2019,Canada,7242 Industrial electricians,Employment,30.200001
January 2019,Canada,7242 Industrial electricians,Labour force,31.1
January 2019,Canada,7243 Power system electricians,Employment,5.0999999
January 2019,Canada,7243 Power system electricians,Labour force,5.1999998
January 2019,Canada,7244 Electrical power line and cable workers,Employment,22.6
January 2019,Canada,7244 Electrical power line and cable workers,Labour force,23
January 2019,Canada,7245 Telecommunications line and cable workers,Employment,9
January 2019,Canada,7245 Telecommunications line and cable workers,Labour force,9.5
January 2019,Canada,7246 Telecommunications installation and repair workers,Employment,26.1
January 2019,Canada,7246 Telecommunications installation and repair workers,Labour force,27.1
January 2019,Canada,7247 Cable television service and maintenance technicians,Employment,4
January 2019,Canada,7247 Cable television service and maintenance technicians,Labour force,7.0999999
January 2019,Manitoba,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
January 2019,Manitoba,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
January 2019,Manitoba,0211 Engineering managers,Employment,1
January 2019,Manitoba,0211 Engineering managers,Labour force,1
January 2019,Manitoba,0213 Computer and information systems managers,Employment,1.9
January 2019,Manitoba,0213 Computer and information systems managers,Labour force,1.9
January 2019,Manitoba,0601 Corporate sales managers,Employment,0
January 2019,Manitoba,0601 Corporate sales managers,Labour force,0
January 2019,Manitoba,"1123 Professional occupations in advertising, marketing and public relations",Employment,4.5
January 2019,Manitoba,"1123 Professional occupations in advertising, marketing and public relations",Labour force,4.5
January 2019,Manitoba,1253 Records management technicians,Employment,0
January 2019,Manitoba,1253 Records management technicians,Labour force,0
January 2019,Manitoba,2133 Electrical and electronics engineers,Employment,1.2
January 2019,Manitoba,2133 Electrical and electronics engineers,Labour force,1.2
January 2019,Manitoba,2147 Computer engineers (except software engineers and designers),Employment,0
January 2019,Manitoba,2147 Computer engineers (except software engineers and designers),Labour force,0
January 2019,Manitoba,"2148 Other professional engineers, n.e.c.",Employment,.80000001
January 2019,Manitoba,"2148 Other professional engineers, n.e.c.",Labour force,.80000001
January 2019,Manitoba,"2161 Mathematicians, statisticians and actuaries",Employment,0
January 2019,Manitoba,"2161 Mathematicians, statisticians and actuaries",Labour force,0
January 2019,Manitoba,2171 Information systems analysts and consultants,Employment,4.5999999
January 2019,Manitoba,2171 Information systems analysts and consultants,Labour force,4.8000002
January 2019,Manitoba,2172 Database analysts and data administrators,Employment,.60000002
January 2019,Manitoba,2172 Database analysts and data administrators,Labour force,.60000002
January 2019,Manitoba,2173 Software engineers and designers,Employment,.69999999
January 2019,Manitoba,2173 Software engineers and designers,Labour force,.69999999
January 2019,Manitoba,2174 Computer programmers and interactive media developers,Employment,3.8
January 2019,Manitoba,2174 Computer programmers and interactive media developers,Labour force,3.8
January 2019,Manitoba,2175 Web designers and developers,Employment,.60000002
January 2019,Manitoba,2175 Web designers and developers,Labour force,.60000002
January 2019,Manitoba,2241 Electrical and electronics engineering technologists and technicians,Employment,1.2
January 2019,Manitoba,2241 Electrical and electronics engineering technologists and technicians,Labour force,1.2
January 2019,Manitoba,2281 Computer network technicians,Employment,1
January 2019,Manitoba,2281 Computer network technicians,Labour force,1
January 2019,Manitoba,2282 User support technicians,Employment,2.7
January 2019,Manitoba,2282 User support technicians,Labour force,2.7
January 2019,Manitoba,2283 Information systems testing technicians,Employment,0
January 2019,Manitoba,2283 Information systems testing technicians,Labour force,0
January 2019,Manitoba,4163 Business development officers and marketing researchers and consultants,Employment,1
January 2019,Manitoba,4163 Business development officers and marketing researchers and consultants,Labour force,1
January 2019,Manitoba,5223 Graphic arts technicians,Employment,
January 2019,Manitoba,5223 Graphic arts technicians,Labour force,
January 2019,Manitoba,5224 Broadcast technicians,Employment,
January 2019,Manitoba,5224 Broadcast technicians,Labour force,
January 2019,Manitoba,5241 Graphic designers and illustrators,Employment,1.3
January 2019,Manitoba,5241 Graphic designers and illustrators,Labour force,1.3
January 2019,Manitoba,7241 Electricians (except industrial and power system),Employment,2.9000001
January 2019,Manitoba,7241 Electricians (except industrial and power system),Labour force,3.8
January 2019,Manitoba,7242 Industrial electricians,Employment,.89999998
January 2019,Manitoba,7242 Industrial electricians,Labour force,1.2
January 2019,Manitoba,7243 Power system electricians,Employment,.5
January 2019,Manitoba,7243 Power system electricians,Labour force,.5
January 2019,Manitoba,7244 Electrical power line and cable workers,Employment,.89999998
January 2019,Manitoba,7244 Electrical power line and cable workers,Labour force,.89999998
January 2019,Manitoba,7245 Telecommunications line and cable workers,Employment,0
January 2019,Manitoba,7245 Telecommunications line and cable workers,Labour force,0
January 2019,Manitoba,7246 Telecommunications installation and repair workers,Employment,.69999999
January 2019,Manitoba,7246 Telecommunications installation and repair workers,Labour force,.69999999
January 2019,Manitoba,7247 Cable television service and maintenance technicians,Employment,0
January 2019,Manitoba,7247 Cable television service and maintenance technicians,Labour force,0
January 2019,New Brunswick,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
January 2019,New Brunswick,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
January 2019,New Brunswick,0211 Engineering managers,Employment,.69999999
January 2019,New Brunswick,0211 Engineering managers,Labour force,.69999999
January 2019,New Brunswick,0213 Computer and information systems managers,Employment,.5
January 2019,New Brunswick,0213 Computer and information systems managers,Labour force,.5
January 2019,New Brunswick,0601 Corporate sales managers,Employment,0
January 2019,New Brunswick,0601 Corporate sales managers,Labour force,0
January 2019,New Brunswick,"1123 Professional occupations in advertising, marketing and public relations",Employment,3.0999999
January 2019,New Brunswick,"1123 Professional occupations in advertising, marketing and public relations",Labour force,3.0999999
January 2019,New Brunswick,1253 Records management technicians,Employment,
January 2019,New Brunswick,1253 Records management technicians,Labour force,
January 2019,New Brunswick,2133 Electrical and electronics engineers,Employment,.5
January 2019,New Brunswick,2133 Electrical and electronics engineers,Labour force,.5
January 2019,New Brunswick,2147 Computer engineers (except software engineers and designers),Employment,
January 2019,New Brunswick,2147 Computer engineers (except software engineers and designers),Labour force,
January 2019,New Brunswick,"2148 Other professional engineers, n.e.c.",Employment,0
January 2019,New Brunswick,"2148 Other professional engineers, n.e.c.",Labour force,0
January 2019,New Brunswick,"2161 Mathematicians, statisticians and actuaries",Employment,.60000002
January 2019,New Brunswick,"2161 Mathematicians, statisticians and actuaries",Labour force,.60000002
January 2019,New Brunswick,2171 Information systems analysts and consultants,Employment,2.9000001
January 2019,New Brunswick,2171 Information systems analysts and consultants,Labour force,2.9000001
January 2019,New Brunswick,2172 Database analysts and data administrators,Employment,.5
January 2019,New Brunswick,2172 Database analysts and data administrators,Labour force,.80000001
January 2019,New Brunswick,2173 Software engineers and designers,Employment,0
January 2019,New Brunswick,2173 Software engineers and designers,Labour force,0
January 2019,New Brunswick,2174 Computer programmers and interactive media developers,Employment,2.5999999
January 2019,New Brunswick,2174 Computer programmers and interactive media developers,Labour force,2.8
January 2019,New Brunswick,2175 Web designers and developers,Employment,0
January 2019,New Brunswick,2175 Web designers and developers,Labour force,0
January 2019,New Brunswick,2241 Electrical and electronics engineering technologists and technicians,Employment,0
January 2019,New Brunswick,2241 Electrical and electronics engineering technologists and technicians,Labour force,0
January 2019,New Brunswick,2281 Computer network technicians,Employment,0
January 2019,New Brunswick,2281 Computer network technicians,Labour force,0
January 2019,New Brunswick,2282 User support technicians,Employment,2.5
January 2019,New Brunswick,2282 User support technicians,Labour force,2.5999999
January 2019,New Brunswick,2283 Information systems testing technicians,Employment,0
January 2019,New Brunswick,2283 Information systems testing technicians,Labour force,0
January 2019,New Brunswick,4163 Business development officers and marketing researchers and consultants,Employment,.89999998
January 2019,New Brunswick,4163 Business development officers and marketing researchers and consultants,Labour force,.89999998
January 2019,New Brunswick,5223 Graphic arts technicians,Employment,
January 2019,New Brunswick,5223 Graphic arts technicians,Labour force,
January 2019,New Brunswick,5224 Broadcast technicians,Employment,
January 2019,New Brunswick,5224 Broadcast technicians,Labour force,
January 2019,New Brunswick,5241 Graphic designers and illustrators,Employment,.5
January 2019,New Brunswick,5241 Graphic designers and illustrators,Labour force,.60000002
January 2019,New Brunswick,7241 Electricians (except industrial and power system),Employment,2.5
January 2019,New Brunswick,7241 Electricians (except industrial and power system),Labour force,2.7
January 2019,New Brunswick,7242 Industrial electricians,Employment,.69999999
January 2019,New Brunswick,7242 Industrial electricians,Labour force,1
January 2019,New Brunswick,7243 Power system electricians,Employment,
January 2019,New Brunswick,7243 Power system electricians,Labour force,
January 2019,New Brunswick,7244 Electrical power line and cable workers,Employment,0
January 2019,New Brunswick,7244 Electrical power line and cable workers,Labour force,0
January 2019,New Brunswick,7245 Telecommunications line and cable workers,Employment,
January 2019,New Brunswick,7245 Telecommunications line and cable workers,Labour force,
January 2019,New Brunswick,7246 Telecommunications installation and repair workers,Employment,0
January 2019,New Brunswick,7246 Telecommunications installation and repair workers,Labour force,0
January 2019,New Brunswick,7247 Cable television service and maintenance technicians,Employment,0
January 2019,New Brunswick,7247 Cable television service and maintenance technicians,Labour force,0
January 2019,Newfoundland and Labrador,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
January 2019,Newfoundland and Labrador,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
January 2019,Newfoundland and Labrador,0211 Engineering managers,Employment,0
January 2019,Newfoundland and Labrador,0211 Engineering managers,Labour force,0
January 2019,Newfoundland and Labrador,0213 Computer and information systems managers,Employment,0
January 2019,Newfoundland and Labrador,0213 Computer and information systems managers,Labour force,0
January 2019,Newfoundland and Labrador,0601 Corporate sales managers,Employment,
January 2019,Newfoundland and Labrador,0601 Corporate sales managers,Labour force,
January 2019,Newfoundland and Labrador,"1123 Professional occupations in advertising, marketing and public relations",Employment,.89999998
January 2019,Newfoundland and Labrador,"1123 Professional occupations in advertising, marketing and public relations",Labour force,1
January 2019,Newfoundland and Labrador,1253 Records management technicians,Employment,
January 2019,Newfoundland and Labrador,1253 Records management technicians,Labour force,
January 2019,Newfoundland and Labrador,2133 Electrical and electronics engineers,Employment,.69999999
January 2019,Newfoundland and Labrador,2133 Electrical and electronics engineers,Labour force,.69999999
January 2019,Newfoundland and Labrador,2147 Computer engineers (except software engineers and designers),Employment,.60000002
January 2019,Newfoundland and Labrador,2147 Computer engineers (except software engineers and designers),Labour force,.60000002
January 2019,Newfoundland and Labrador,"2148 Other professional engineers, n.e.c.",Employment,0
January 2019,Newfoundland and Labrador,"2148 Other professional engineers, n.e.c.",Labour force,0
January 2019,Newfoundland and Labrador,"2161 Mathematicians, statisticians and actuaries",Employment,
January 2019,Newfoundland and Labrador,"2161 Mathematicians, statisticians and actuaries",Labour force,0
January 2019,Newfoundland and Labrador,2171 Information systems analysts and consultants,Employment,.69999999
January 2019,Newfoundland and Labrador,2171 Information systems analysts and consultants,Labour force,.89999998
January 2019,Newfoundland and Labrador,2172 Database analysts and data administrators,Employment,0
January 2019,Newfoundland and Labrador,2172 Database analysts and data administrators,Labour force,0
January 2019,Newfoundland and Labrador,2173 Software engineers and designers,Employment,0
January 2019,Newfoundland and Labrador,2173 Software engineers and designers,Labour force,0
January 2019,Newfoundland and Labrador,2174 Computer programmers and interactive media developers,Employment,1.6
January 2019,Newfoundland and Labrador,2174 Computer programmers and interactive media developers,Labour force,1.6
January 2019,Newfoundland and Labrador,2175 Web designers and developers,Employment,0
January 2019,Newfoundland and Labrador,2175 Web designers and developers,Labour force,0
January 2019,Newfoundland and Labrador,2241 Electrical and electronics engineering technologists and technicians,Employment,.69999999
January 2019,Newfoundland and Labrador,2241 Electrical and electronics engineering technologists and technicians,Labour force,.69999999
January 2019,Newfoundland and Labrador,2281 Computer network technicians,Employment,1
January 2019,Newfoundland and Labrador,2281 Computer network technicians,Labour force,1
January 2019,Newfoundland and Labrador,2282 User support technicians,Employment,1.3
January 2019,Newfoundland and Labrador,2282 User support technicians,Labour force,1.3
January 2019,Newfoundland and Labrador,2283 Information systems testing technicians,Employment,0
January 2019,Newfoundland and Labrador,2283 Information systems testing technicians,Labour force,0
January 2019,Newfoundland and Labrador,4163 Business development officers and marketing researchers and consultants,Employment,0
January 2019,Newfoundland and Labrador,4163 Business development officers and marketing researchers and consultants,Labour force,0
January 2019,Newfoundland and Labrador,5223 Graphic arts technicians,Employment,
January 2019,Newfoundland and Labrador,5223 Graphic arts technicians,Labour force,
January 2019,Newfoundland and Labrador,5224 Broadcast technicians,Employment,
January 2019,Newfoundland and Labrador,5224 Broadcast technicians,Labour force,
January 2019,Newfoundland and Labrador,5241 Graphic designers and illustrators,Employment,0
January 2019,Newfoundland and Labrador,5241 Graphic designers and illustrators,Labour force,0
January 2019,Newfoundland and Labrador,7241 Electricians (except industrial and power system),Employment,2.0999999
January 2019,Newfoundland and Labrador,7241 Electricians (except industrial and power system),Labour force,2.8
January 2019,Newfoundland and Labrador,7242 Industrial electricians,Employment,0
January 2019,Newfoundland and Labrador,7242 Industrial electricians,Labour force,0
January 2019,Newfoundland and Labrador,7243 Power system electricians,Employment,0
January 2019,Newfoundland and Labrador,7243 Power system electricians,Labour force,0
January 2019,Newfoundland and Labrador,7244 Electrical power line and cable workers,Employment,0
January 2019,Newfoundland and Labrador,7244 Electrical power line and cable workers,Labour force,.5
January 2019,Newfoundland and Labrador,7245 Telecommunications line and cable workers,Employment,0
January 2019,Newfoundland and Labrador,7245 Telecommunications line and cable workers,Labour force,0
January 2019,Newfoundland and Labrador,7246 Telecommunications installation and repair workers,Employment,0
January 2019,Newfoundland and Labrador,7246 Telecommunications installation and repair workers,Labour force,0
January 2019,Newfoundland and Labrador,7247 Cable television service and maintenance technicians,Employment,0
January 2019,Newfoundland and Labrador,7247 Cable television service and maintenance technicians,Labour force,0
January 2019,Nova Scotia,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
January 2019,Nova Scotia,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
January 2019,Nova Scotia,0211 Engineering managers,Employment,.60000002
January 2019,Nova Scotia,0211 Engineering managers,Labour force,.60000002
January 2019,Nova Scotia,0213 Computer and information systems managers,Employment,.80000001
January 2019,Nova Scotia,0213 Computer and information systems managers,Labour force,.80000001
January 2019,Nova Scotia,0601 Corporate sales managers,Employment,0
January 2019,Nova Scotia,0601 Corporate sales managers,Labour force,0
January 2019,Nova Scotia,"1123 Professional occupations in advertising, marketing and public relations",Employment,4
January 2019,Nova Scotia,"1123 Professional occupations in advertising, marketing and public relations",Labour force,4
January 2019,Nova Scotia,1253 Records management technicians,Employment,0
January 2019,Nova Scotia,1253 Records management technicians,Labour force,0
January 2019,Nova Scotia,2133 Electrical and electronics engineers,Employment,0
January 2019,Nova Scotia,2133 Electrical and electronics engineers,Labour force,0
January 2019,Nova Scotia,2147 Computer engineers (except software engineers and designers),Employment,.69999999
January 2019,Nova Scotia,2147 Computer engineers (except software engineers and designers),Labour force,.69999999
January 2019,Nova Scotia,"2148 Other professional engineers, n.e.c.",Employment,1.2
January 2019,Nova Scotia,"2148 Other professional engineers, n.e.c.",Labour force,1.2
January 2019,Nova Scotia,"2161 Mathematicians, statisticians and actuaries",Employment,
January 2019,Nova Scotia,"2161 Mathematicians, statisticians and actuaries",Labour force,
January 2019,Nova Scotia,2171 Information systems analysts and consultants,Employment,4.3000002
January 2019,Nova Scotia,2171 Information systems analysts and consultants,Labour force,4.3000002
January 2019,Nova Scotia,2172 Database analysts and data administrators,Employment,0
January 2019,Nova Scotia,2172 Database analysts and data administrators,Labour force,0
January 2019,Nova Scotia,2173 Software engineers and designers,Employment,2.5
January 2019,Nova Scotia,2173 Software engineers and designers,Labour force,2.5
January 2019,Nova Scotia,2174 Computer programmers and interactive media developers,Employment,2.2
January 2019,Nova Scotia,2174 Computer programmers and interactive media developers,Labour force,2.2
January 2019,Nova Scotia,2175 Web designers and developers,Employment,.60000002
January 2019,Nova Scotia,2175 Web designers and developers,Labour force,.60000002
January 2019,Nova Scotia,2241 Electrical and electronics engineering technologists and technicians,Employment,1.2
January 2019,Nova Scotia,2241 Electrical and electronics engineering technologists and technicians,Labour force,1.2
January 2019,Nova Scotia,2281 Computer network technicians,Employment,.69999999
January 2019,Nova Scotia,2281 Computer network technicians,Labour force,.69999999
January 2019,Nova Scotia,2282 User support technicians,Employment,2.2
January 2019,Nova Scotia,2282 User support technicians,Labour force,2.4000001
January 2019,Nova Scotia,2283 Information systems testing technicians,Employment,.60000002
January 2019,Nova Scotia,2283 Information systems testing technicians,Labour force,.60000002
January 2019,Nova Scotia,4163 Business development officers and marketing researchers and consultants,Employment,.89999998
January 2019,Nova Scotia,4163 Business development officers and marketing researchers and consultants,Labour force,.89999998
January 2019,Nova Scotia,5223 Graphic arts technicians,Employment,0
January 2019,Nova Scotia,5223 Graphic arts technicians,Labour force,0
January 2019,Nova Scotia,5224 Broadcast technicians,Employment,
January 2019,Nova Scotia,5224 Broadcast technicians,Labour force,
January 2019,Nova Scotia,5241 Graphic designers and illustrators,Employment,1.9
January 2019,Nova Scotia,5241 Graphic designers and illustrators,Labour force,1.9
January 2019,Nova Scotia,7241 Electricians (except industrial and power system),Employment,3.5999999
January 2019,Nova Scotia,7241 Electricians (except industrial and power system),Labour force,3.7
January 2019,Nova Scotia,7242 Industrial electricians,Employment,.69999999
January 2019,Nova Scotia,7242 Industrial electricians,Labour force,.80000001
January 2019,Nova Scotia,7243 Power system electricians,Employment,0
January 2019,Nova Scotia,7243 Power system electricians,Labour force,0
January 2019,Nova Scotia,7244 Electrical power line and cable workers,Employment,0
January 2019,Nova Scotia,7244 Electrical power line and cable workers,Labour force,0
January 2019,Nova Scotia,7245 Telecommunications line and cable workers,Employment,
January 2019,Nova Scotia,7245 Telecommunications line and cable workers,Labour force,
January 2019,Nova Scotia,7246 Telecommunications installation and repair workers,Employment,.5
January 2019,Nova Scotia,7246 Telecommunications installation and repair workers,Labour force,.5
January 2019,Nova Scotia,7247 Cable television service and maintenance technicians,Employment,
January 2019,Nova Scotia,7247 Cable television service and maintenance technicians,Labour force,
January 2019,Ontario,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
January 2019,Ontario,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
January 2019,Ontario,0211 Engineering managers,Employment,16.5
January 2019,Ontario,0211 Engineering managers,Labour force,16.5
January 2019,Ontario,0213 Computer and information systems managers,Employment,44.299999
January 2019,Ontario,0213 Computer and information systems managers,Labour force,44.299999
January 2019,Ontario,0601 Corporate sales managers,Employment,2.5
January 2019,Ontario,0601 Corporate sales managers,Labour force,3
January 2019,Ontario,"1123 Professional occupations in advertising, marketing and public relations",Employment,77.199997
January 2019,Ontario,"1123 Professional occupations in advertising, marketing and public relations",Labour force,79.300003
January 2019,Ontario,1253 Records management technicians,Employment,2
January 2019,Ontario,1253 Records management technicians,Labour force,2
January 2019,Ontario,2133 Electrical and electronics engineers,Employment,18.4
January 2019,Ontario,2133 Electrical and electronics engineers,Labour force,19.6
January 2019,Ontario,2147 Computer engineers (except software engineers and designers),Employment,10
January 2019,Ontario,2147 Computer engineers (except software engineers and designers),Labour force,10
January 2019,Ontario,"2148 Other professional engineers, n.e.c.",Employment,12.6
January 2019,Ontario,"2148 Other professional engineers, n.e.c.",Labour force,12.6
January 2019,Ontario,"2161 Mathematicians, statisticians and actuaries",Employment,2.9000001
January 2019,Ontario,"2161 Mathematicians, statisticians and actuaries",Labour force,2.9000001
January 2019,Ontario,2171 Information systems analysts and consultants,Employment,114.3
January 2019,Ontario,2171 Information systems analysts and consultants,Labour force,117.1
January 2019,Ontario,2172 Database analysts and data administrators,Employment,17.299999
January 2019,Ontario,2172 Database analysts and data administrators,Labour force,17.299999
January 2019,Ontario,2173 Software engineers and designers,Employment,36.099998
January 2019,Ontario,2173 Software engineers and designers,Labour force,36.099998
January 2019,Ontario,2174 Computer programmers and interactive media developers,Employment,76.400002
January 2019,Ontario,2174 Computer programmers and interactive media developers,Labour force,78.900002
January 2019,Ontario,2175 Web designers and developers,Employment,14.6
January 2019,Ontario,2175 Web designers and developers,Labour force,14.9
January 2019,Ontario,2241 Electrical and electronics engineering technologists and technicians,Employment,14.3
January 2019,Ontario,2241 Electrical and electronics engineering technologists and technicians,Labour force,14.3
January 2019,Ontario,2281 Computer network technicians,Employment,25.799999
January 2019,Ontario,2281 Computer network technicians,Labour force,25.799999
January 2019,Ontario,2282 User support technicians,Employment,43.299999
January 2019,Ontario,2282 User support technicians,Labour force,49.200001
January 2019,Ontario,2283 Information systems testing technicians,Employment,2.5
January 2019,Ontario,2283 Information systems testing technicians,Labour force,2.5
January 2019,Ontario,4163 Business development officers and marketing researchers and consultants,Employment,10.3
January 2019,Ontario,4163 Business development officers and marketing researchers and consultants,Labour force,11.3
January 2019,Ontario,5223 Graphic arts technicians,Employment,0
January 2019,Ontario,5223 Graphic arts technicians,Labour force,0
January 2019,Ontario,5224 Broadcast technicians,Employment,0
January 2019,Ontario,5224 Broadcast technicians,Labour force,0
January 2019,Ontario,5241 Graphic designers and illustrators,Employment,35.5
January 2019,Ontario,5241 Graphic designers and illustrators,Labour force,36.900002
January 2019,Ontario,7241 Electricians (except industrial and power system),Employment,30.9
January 2019,Ontario,7241 Electricians (except industrial and power system),Labour force,33.200001
January 2019,Ontario,7242 Industrial electricians,Employment,15
January 2019,Ontario,7242 Industrial electricians,Labour force,15
January 2019,Ontario,7243 Power system electricians,Employment,1.9
January 2019,Ontario,7243 Power system electricians,Labour force,1.9
January 2019,Ontario,7244 Electrical power line and cable workers,Employment,9.6000004
January 2019,Ontario,7244 Electrical power line and cable workers,Labour force,9.6000004
January 2019,Ontario,7245 Telecommunications line and cable workers,Employment,3.5999999
January 2019,Ontario,7245 Telecommunications line and cable workers,Labour force,3.9000001
January 2019,Ontario,7246 Telecommunications installation and repair workers,Employment,4.8000002
January 2019,Ontario,7246 Telecommunications installation and repair workers,Labour force,5.8000002
January 2019,Ontario,7247 Cable television service and maintenance technicians,Employment,0
January 2019,Ontario,7247 Cable television service and maintenance technicians,Labour force,4
January 2019,Prince Edward Island,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
January 2019,Prince Edward Island,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
January 2019,Prince Edward Island,0211 Engineering managers,Employment,0
January 2019,Prince Edward Island,0211 Engineering managers,Labour force,0
January 2019,Prince Edward Island,0213 Computer and information systems managers,Employment,0
January 2019,Prince Edward Island,0213 Computer and information systems managers,Labour force,0
January 2019,Prince Edward Island,0601 Corporate sales managers,Employment,0
January 2019,Prince Edward Island,0601 Corporate sales managers,Labour force,0
January 2019,Prince Edward Island,"1123 Professional occupations in advertising, marketing and public relations",Employment,.5
January 2019,Prince Edward Island,"1123 Professional occupations in advertising, marketing and public relations",Labour force,.5
January 2019,Prince Edward Island,1253 Records management technicians,Employment,
January 2019,Prince Edward Island,1253 Records management technicians,Labour force,
January 2019,Prince Edward Island,2133 Electrical and electronics engineers,Employment,0
January 2019,Prince Edward Island,2133 Electrical and electronics engineers,Labour force,0
January 2019,Prince Edward Island,2147 Computer engineers (except software engineers and designers),Employment,
January 2019,Prince Edward Island,2147 Computer engineers (except software engineers and designers),Labour force,
January 2019,Prince Edward Island,"2148 Other professional engineers, n.e.c.",Employment,0
January 2019,Prince Edward Island,"2148 Other professional engineers, n.e.c.",Labour force,0
January 2019,Prince Edward Island,"2161 Mathematicians, statisticians and actuaries",Employment,0
January 2019,Prince Edward Island,"2161 Mathematicians, statisticians and actuaries",Labour force,0
January 2019,Prince Edward Island,2171 Information systems analysts and consultants,Employment,.5
January 2019,Prince Edward Island,2171 Information systems analysts and consultants,Labour force,.5
January 2019,Prince Edward Island,2172 Database analysts and data administrators,Employment,0
January 2019,Prince Edward Island,2172 Database analysts and data administrators,Labour force,0
January 2019,Prince Edward Island,2173 Software engineers and designers,Employment,
January 2019,Prince Edward Island,2173 Software engineers and designers,Labour force,
January 2019,Prince Edward Island,2174 Computer programmers and interactive media developers,Employment,.69999999
January 2019,Prince Edward Island,2174 Computer programmers and interactive media developers,Labour force,.69999999
January 2019,Prince Edward Island,2175 Web designers and developers,Employment,0
January 2019,Prince Edward Island,2175 Web designers and developers,Labour force,0
January 2019,Prince Edward Island,2241 Electrical and electronics engineering technologists and technicians,Employment,
January 2019,Prince Edward Island,2241 Electrical and electronics engineering technologists and technicians,Labour force,
January 2019,Prince Edward Island,2281 Computer network technicians,Employment,0
January 2019,Prince Edward Island,2281 Computer network technicians,Labour force,0
January 2019,Prince Edward Island,2282 User support technicians,Employment,.40000001
January 2019,Prince Edward Island,2282 User support technicians,Labour force,.40000001
January 2019,Prince Edward Island,2283 Information systems testing technicians,Employment,0
January 2019,Prince Edward Island,2283 Information systems testing technicians,Labour force,0
January 2019,Prince Edward Island,4163 Business development officers and marketing researchers and consultants,Employment,0
January 2019,Prince Edward Island,4163 Business development officers and marketing researchers and consultants,Labour force,0
January 2019,Prince Edward Island,5223 Graphic arts technicians,Employment,
January 2019,Prince Edward Island,5223 Graphic arts technicians,Labour force,
January 2019,Prince Edward Island,5224 Broadcast technicians,Employment,
January 2019,Prince Edward Island,5224 Broadcast technicians,Labour force,
January 2019,Prince Edward Island,5241 Graphic designers and illustrators,Employment,0
January 2019,Prince Edward Island,5241 Graphic designers and illustrators,Labour force,0
January 2019,Prince Edward Island,7241 Electricians (except industrial and power system),Employment,0
January 2019,Prince Edward Island,7241 Electricians (except industrial and power system),Labour force,0
January 2019,Prince Edward Island,7242 Industrial electricians,Employment,.2
January 2019,Prince Edward Island,7242 Industrial electricians,Labour force,.2
January 2019,Prince Edward Island,7243 Power system electricians,Employment,
January 2019,Prince Edward Island,7243 Power system electricians,Labour force,
January 2019,Prince Edward Island,7244 Electrical power line and cable workers,Employment,0
January 2019,Prince Edward Island,7244 Electrical power line and cable workers,Labour force,0
January 2019,Prince Edward Island,7245 Telecommunications line and cable workers,Employment,.2
January 2019,Prince Edward Island,7245 Telecommunications line and cable workers,Labour force,.2
January 2019,Prince Edward Island,7246 Telecommunications installation and repair workers,Employment,0
January 2019,Prince Edward Island,7246 Telecommunications installation and repair workers,Labour force,0
January 2019,Prince Edward Island,7247 Cable television service and maintenance technicians,Employment,
January 2019,Prince Edward Island,7247 Cable television service and maintenance technicians,Labour force,
January 2019,Quebec,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
January 2019,Quebec,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
January 2019,Quebec,0211 Engineering managers,Employment,1.5
January 2019,Quebec,0211 Engineering managers,Labour force,2.4000001
January 2019,Quebec,0213 Computer and information systems managers,Employment,16.4
January 2019,Quebec,0213 Computer and information systems managers,Labour force,17.700001
January 2019,Quebec,0601 Corporate sales managers,Employment,4.1999998
January 2019,Quebec,0601 Corporate sales managers,Labour force,4.1999998
January 2019,Quebec,"1123 Professional occupations in advertising, marketing and public relations",Employment,28.1
January 2019,Quebec,"1123 Professional occupations in advertising, marketing and public relations",Labour force,28.1
January 2019,Quebec,1253 Records management technicians,Employment,2.4000001
January 2019,Quebec,1253 Records management technicians,Labour force,2.4000001
January 2019,Quebec,2133 Electrical and electronics engineers,Employment,7.3000002
January 2019,Quebec,2133 Electrical and electronics engineers,Labour force,7.3000002
January 2019,Quebec,2147 Computer engineers (except software engineers and designers),Employment,6.5999999
January 2019,Quebec,2147 Computer engineers (except software engineers and designers),Labour force,6.5999999
January 2019,Quebec,"2148 Other professional engineers, n.e.c.",Employment,4.5
January 2019,Quebec,"2148 Other professional engineers, n.e.c.",Labour force,4.5
January 2019,Quebec,"2161 Mathematicians, statisticians and actuaries",Employment,8.5
